tags: ἕρμαιον ἕρμαιον-2 conjugaison

παιδεύειν (6a)|éduquer|infinitif imperfectif|voix active|παιδεύειν|[*παιδεύ-ε<span class="désinence">-εν</span>]

λύειν (6a)|délier|infinitif imperfectif|voix active|λύειν|[*λύ-ε<span class="désinence">-εν</span>]

εἶναι (6a)|être|infinitif imperfectif|voix active|εἶναι|[*εἶ<span class="désinence">-ναι</span>]
