tags: ἕρμαιον ἕρμαιον-7 conjugaison

φημι (1)|je dis, j'affirme|indicatif imperfectif présent||φη<span class="désinence">-μι</span>||φή<span class="désinence">-ς</span> (φῄς)||φη<span class="désinence">-σι</span>||φᾰ<span class="désinence">-μεν</span>||φᾰ<span class="désinence">-τε</span>||φᾱσι|[*φᾰ<span class="désinence">-ντι</span>]
